Driver,EventName,TyreLife,exact_compound,delta_from_fresh,dirty_air,TrackTemp,AirTemp
STR,Emilia Romagna Grand Prix,13.0,C4,-0.22499999999999432,0.4166000000000001,39.4,24.8
OCO,Emilia Romagna Grand Prix,12.0,C4,0.8943983050847493,0.0,39.4,24.8
MAG,Emilia Romagna Grand Prix,12.0,C4,0.36089830508475984,0.5686,39.4,24.8
ZHO,Emilia Romagna Grand Prix,12.0,C3,0.32239830508474654,0.17520000000000002,39.4,24.8
SAR,Emilia Romagna Grand Prix,12.0,C3,0.29489830508474313,0.7204,39.4,24.8
GAS,Emilia Romagna Grand Prix,4.0,C3,0.5445000000000277,0.0,39.8,25.0
BOT,Emilia Romagna Grand Prix,4.0,C3,0.5514576271186513,0.43520000000000003,39.8,25.0
ALO,Emilia Romagna Grand Prix,6.0,C3,0.16745454545454663,0.5434,39.8,25.0
ALB,Emilia Romagna Grand Prix,2.0,C4,0.04607142857142321,0.0,39.8,25.0
VER,Emilia Romagna Grand Prix,13.0,C4,0.8377499999999856,0.0,39.8,25.0
NOR,Emilia Romagna Grand Prix,13.0,C4,1.4552499999999924,0.33920000000000006,39.8,25.0
LEC,Emilia Romagna Grand Prix,13.0,C4,1.0122499999999945,0.6488,39.8,25.0
SAI,Emilia Romagna Grand Prix,13.0,C4,1.211749999999995,0.4328000000000001,39.8,25.0
PIA,Emilia Romagna Grand Prix,13.0,C4,1.3272499999999923,0.8320000000000001,39.8,25.0
RUS,Emilia Romagna Grand Prix,13.0,C4,1.0344482758620757,0.5782,39.8,25.0
HAM,Emilia Romagna Grand Prix,13.0,C4,0.7342499999999887,0.7164,39.8,25.0
PER,Emilia Romagna Grand Prix,13.0,C3,0.6017499999999814,0.0,40.1,25.0
STR,Emilia Romagna Grand Prix,14.0,C4,-0.015500000000002956,0.0,40.1,25.0
OCO,Emilia Romagna Grand Prix,13.0,C4,0.8077033898305075,0.6026,40.1,25.0
MAG,Emilia Romagna Grand Prix,13.0,C4,0.43720338983051477,0.5916,40.1,25.0
ZHO,Emilia Romagna Grand Prix,13.0,C3,0.24570338983050988,0.12219999999999998,40.1,25.0
SAR,Emilia Romagna Grand Prix,13.0,C3,0.5752033898305058,0.6890000000000001,40.1,25.0
RIC,Emilia Romagna Grand Prix,2.0,C3,-0.3666525423728899,0.0,40.1,25.0
GAS,Emilia Romagna Grand Prix,5.0,C3,0.695500000000024,0.661,40.1,25.0
BOT,Emilia Romagna Grand Prix,5.0,C3,0.233762711864415,0.4222,40.1,25.0
ALO,Emilia Romagna Grand Prix,7.0,C3,0.13527272727273498,0.592,40.1,25.0
ALB,Emilia Romagna Grand Prix,3.0,C4,-0.04607142857143742,0.0,40.1,25.0
VER,Emilia Romagna Grand Prix,14.0,C4,0.794249999999991,0.0,41.0,25.1
NOR,Emilia Romagna Grand Prix,14.0,C4,1.4837500000000006,0.20679999999999998,41.0,25.1
LEC,Emilia Romagna Grand Prix,14.0,C4,1.2787500000000023,0.7074,41.0,25.1
SAI,Emilia Romagna Grand Prix,14.0,C4,1.1502499999999998,0.3718,41.0,25.1
PIA,Emilia Romagna Grand Prix,14.0,C4,1.1397500000000065,0.8038000000000001,41.0,25.1
RUS,Emilia Romagna Grand Prix,14.0,C4,1.034586206896563,0.5824,41.0,25.1
HAM,Emilia Romagna Grand Prix,14.0,C4,1.0947500000000048,0.7363999999999999,41.0,25.1
PER,Emilia Romagna Grand Prix,14.0,C3,0.11824999999998909,0.0,41.0,25.1
STR,Emilia Romagna Grand Prix,15.0,C4,-0.08599999999999852,0.37939999999999996,41.0,25.1
OCO,Emilia Romagna Grand Prix,14.0,C4,0.8100084745762643,0.5366,41.0,25.1
MAG,Emilia Romagna Grand Prix,14.0,C4,0.6205084745762832,0.5820000000000001,41.0,25.1
ZHO,Emilia Romagna Grand Prix,14.0,C3,0.029008474576272647,0.09979999999999989,41.0,25.1
SAR,Emilia Romagna Grand Prix,14.0,C3,0.05450847457626651,0.5862,41.0,25.1
TSU,Emilia Romagna Grand Prix,2.0,C3,-0.4366525423728831,0.0,41.0,25.1
RIC,Emilia Romagna Grand Prix,3.0,C3,0.3666525423728757,0.0,41.0,25.1
GAS,Emilia Romagna Grand Prix,6.0,C3,0.5775000000000148,0.5734,41.0,25.1
BOT,Emilia Romagna Grand Prix,6.0,C3,0.4090677966101737,0.5025999999999999,41.0,25.1
ALO,Emilia Romagna Grand Prix,8.0,C3,0.23309090909090457,0.5841999999999999,41.0,25.1
ALB,Emilia Romagna Grand Prix,4.0,C4,-0.04521428571429453,0.0,41.3,25.2
VER,Emilia Romagna Grand Prix,15.0,C4,1.1827499999999986,0.0,41.3,25.2
NOR,Emilia Romagna Grand Prix,15.0,C4,1.4812500000000028,0.05999999999999994,41.3,25.2
LEC,Emilia Romagna Grand Prix,15.0,C4,1.1292500000000132,0.7184,41.3,25.2
SAI,Emilia Romagna Grand Prix,15.0,C4,1.1697500000000076,0.37640000000000007,41.3,25.2
PIA,Emilia Romagna Grand Prix,15.0,C4,1.2132500000000022,0.8008,41.3,25.2
RUS,Emilia Romagna Grand Prix,15.0,C4,1.109724137931039,0.5494,41.3,25.2
HAM,Emilia Romagna Grand Prix,15.0,C4,0.7912500000000051,0.6839999999999999,41.3,25.2
PER,Emilia Romagna Grand Prix,15.0,C3,0.019750000000001933,0.0,41.3,25.2
STR,Emilia Romagna Grand Prix,16.0,C4,-0.1554999999999893,0.2532,41.3,25.2
OCO,Emilia Romagna Grand Prix,15.0,C4,1.0033135593220237,0.45620000000000005,41.3,25.2
MAG,Emilia Romagna Grand Prix,15.0,C4,0.7938135593220323,0.5362,41.3,25.2
ZHO,Emilia Romagna Grand Prix,15.0,C3,0.10731355932202291,0.15739999999999998,41.3,25.1
SAR,Emilia Romagna Grand Prix,15.0,C3,0.12881355932201188,0.5442,41.3,25.1
TSU,Emilia Romagna Grand Prix,3.0,C3,0.4366525423728689,0.0,41.3,25.1
HUL,Emilia Romagna Grand Prix,2.0,C3,0.056847457627114295,0.6474,41.3,25.1
RIC,Emilia Romagna Grand Prix,4.0,C3,0.1659576271186296,0.47740000000000005,41.3,25.1
GAS,Emilia Romagna Grand Prix,7.0,C3,0.7435000000000116,0.6564,41.3,25.1
BOT,Emilia Romagna Grand Prix,7.0,C3,0.707372881355937,0.524,41.3,25.1
ALO,Emilia Romagna Grand Prix,9.0,C3,0.524909090909091,0.5926,41.3,25.1
ALB,Emilia Romagna Grand Prix,5.0,C4,0.3706428571428404,0.0,41.3,25.1
VER,Emilia Romagna Grand Prix,16.0,C4,1.2692499999999995,0.0,41.3,25.1
NOR,Emilia Romagna Grand Prix,16.0,C4,1.3857500000000016,0.0,41.3,25.1
LEC,Emilia Romagna Grand Prix,16.0,C4,1.6767500000000126,0.7588,41.3,25.1
SAI,Emilia Romagna Grand Prix,16.0,C4,1.278250000000014,0.34720000000000006,41.3,25.1
PIA,Emilia Romagna Grand Prix,16.0,C4,1.3157499999999942,0.787,41.3,25.1
RUS,Emilia Romagna Grand Prix,16.0,C4,1.0818620689655205,0.5164,41.3,25.1
HAM,Emilia Romagna Grand Prix,16.0,C4,1.3087500000000034,0.707,41.3,25.1
PER,Emilia Romagna Grand Prix,16.0,C3,0.2222500000000025,0.0,42.0,25.1
STR,Emilia Romagna Grand Prix,17.0,C4,-0.07899999999999352,0.12119999999999997,42.0,25.1
OCO,Emilia Romagna Grand Prix,16.0,C4,1.0946186440677934,0.3234,42.0,25.1
MAG,Emilia Romagna Grand Prix,16.0,C4,0.7621186440677974,0.49439999999999995,42.0,25.1
ZHO,Emilia Romagna Grand Prix,16.0,C3,0.1126186440677941,0.23399999999999999,42.0,25.1
SAR,Emilia Romagna Grand Prix,16.0,C3,0.07811864406777147,0.503,42.0,25.1
TSU,Emilia Romagna Grand Prix,4.0,C3,0.35895762711862744,0.0,42.0,25.1
HUL,Emilia Romagna Grand Prix,3.0,C3,-0.056847457627128506,0.616,42.0,25.1
RIC,Emilia Romagna Grand Prix,5.0,C3,0.22126271186439794,0.45999999999999996,42.0,25.1
GAS,Emilia Romagna Grand Prix,8.0,C3,0.9905000000000115,0.6664,42.0,25.1
BOT,Emilia Romagna Grand Prix,8.0,C3,0.6696779661016876,0.5186,42.0,25.1
ALO,Emilia Romagna Grand Prix,10.0,C3,0.4977272727272748,0.603,42.0,25.1
ALB,Emilia Romagna Grand Prix,6.0,C4,0.37249999999998806,0.0,42.0,25.1
VER,Emilia Romagna Grand Prix,17.0,C4,1.2827500000000072,0.0,42.0,25.1
NOR,Emilia Romagna Grand Prix,17.0,C4,1.4752500000000026,0.0,42.0,25.1
LEC,Emilia Romagna Grand Prix,17.0,C4,1.474250000000012,0.6706,42.0,25.1
SAI,Emilia Romagna Grand Prix,17.0,C4,1.8277500000000089,0.40579999999999994,42.0,25.1
PIA,Emilia Romagna Grand Prix,17.0,C4,1.5412500000000051,0.7744,42.0,25.1
RUS,Emilia Romagna Grand Prix,17.0,C4,1.355000000000004,0.5098,42.0,25.1
HAM,Emilia Romagna Grand Prix,17.0,C4,1.0032500000000084,0.6206,42.0,25.1
PER,Emilia Romagna Grand Prix,17.0,C3,5.232749999999996,0.0,42.0,25.1
STR,Emilia Romagna Grand Prix,18.0,C4,0.39150000000000773,0.014399999999999968,42.0,25.1
OCO,Emilia Romagna Grand Prix,17.0,C4,1.1539237288135524,0.18779999999999997,42.0,25.1
MAG,Emilia Romagna Grand Prix,17.0,C4,1.2524237288135538,0.47720000000000007,42.0,25.1
ZHO,Emilia Romagna Grand Prix,17.0,C3,0.4049237288135572,0.3032,42.0,25.1
SAR,Emilia Romagna Grand Prix,17.0,C3,0.3384237288135381,0.4730000000000001,42.0,25.1
TSU,Emilia Romagna Grand Prix,5.0,C3,0.6272627118643896,0.0,42.0,25.1
HUL,Emilia Romagna Grand Prix,4.0,C3,0.30945762711861846,0.5918,42.0,25.1
RIC,Emilia Romagna Grand Prix,6.0,C3,0.5155677966101422,0.40880000000000005,41.9,25.3
GAS,Emilia Romagna Grand Prix,9.0,C3,1.2795000000000272,0.6384,41.9,25.3
BOT,Emilia Romagna Grand Prix,9.0,C3,1.2899830508474537,0.5698000000000001,41.9,25.3
ALO,Emilia Romagna Grand Prix,11.0,C3,1.3485454545454587,0.612,41.9,25.3
ALB,Emilia Romagna Grand Prix,7.0,C4,0.8113571428571333,0.0,41.9,25.3
VER,Emilia Romagna Grand Prix,18.0,C4,1.413250000000005,0.0,41.9,25.3
NOR,Emilia Romagna Grand Prix,18.0,C4,1.5747500000000088,0.0,41.9,25.3
LEC,Emilia Romagna Grand Prix,18.0,C4,1.526750000000007,0.6408,41.9,25.3
SAI,Emilia Romagna Grand Prix,18.0,C4,1.440250000000006,0.31399999999999995,41.9,25.3
PIA,Emilia Romagna Grand Prix,18.0,C4,1.5437500000000028,0.8266,41.9,25.3
RUS,Emilia Romagna Grand Prix,18.0,C4,1.6211379310344824,0.494,41.9,25.3
HAM,Emilia Romagna Grand Prix,18.0,C4,1.2247500000000002,0.6496,41.9,25.3
PER,Emilia Romagna Grand Prix,18.0,C3,0.9152500000000003,0.0,41.9,25.3
STR,Emilia Romagna Grand Prix,19.0,C4,0.6920000000000073,0.8156,42.2,25.3
OCO,Emilia Romagna Grand Prix,18.0,C4,1.2242288135593071,0.13460000000000005,42.2,25.3
MAG,Emilia Romagna Grand Prix,18.0,C4,1.0617288135593128,0.3738,42.2,25.3
ZHO,Emilia Romagna Grand Prix,18.0,C3,0.5262288135593138,0.41200000000000003,42.2,25.3
SAR,Emilia Romagna Grand Prix,18.0,C3,0.5987288135593047,0.4494,42.2,25.3
TSU,Emilia Romagna Grand Prix,6.0,C3,0.7695677966101471,0.13979999999999992,42.2,25.3
HUL,Emilia Romagna Grand Prix,5.0,C3,0.36976271186438225,0.548,42.2,25.3
RIC,Emilia Romagna Grand Prix,7.0,C3,0.33687288135591587,0.372,42.2,25.3
GAS,Emilia Romagna Grand Prix,10.0,C3,1.357500000000016,0.6118,42.2,25.3
BOT,Emilia Romagna Grand Prix,10.0,C3,1.230288135593213,0.5544,42.2,25.3
ALO,Emilia Romagna Grand Prix,12.0,C3,1.140363636363631,0.5756,42.2,25.3
ALB,Emilia Romagna Grand Prix,8.0,C4,1.1452142857142746,0.0,42.2,25.3
VER,Emilia Romagna Grand Prix,19.0,C4,1.566749999999999,0.0,42.2,25.3
NOR,Emilia Romagna Grand Prix,19.0,C4,1.7982500000000101,0.0,42.2,25.3
LEC,Emilia Romagna Grand Prix,19.0,C4,1.5272500000000093,0.6204000000000001,42.2,25.3
SAI,Emilia Romagna Grand Prix,19.0,C4,1.8627500000000055,0.31020000000000003,42.2,25.3
PIA,Emilia Romagna Grand Prix,19.0,C4,1.7662499999999994,0.8008,42.3,25.4
RUS,Emilia Romagna Grand Prix,19.0,C4,1.492275862068979,0.42579999999999996,42.3,25.4
HAM,Emilia Romagna Grand Prix,19.0,C4,1.2262500000000074,0.6872,42.3,25.4
PER,Emilia Romagna Grand Prix,19.0,C3,0.3817499999999967,0.0,42.3,25.4
STR,Emilia Romagna Grand Prix,20.0,C4,0.46350000000001046,0.6932,42.3,25.4
OCO,Emilia Romagna Grand Prix,19.0,C4,1.3695338983050789,0.12759999999999994,42.3,25.4
MAG,Emilia Romagna Grand Prix,19.0,C4,1.043033898305083,0.3226,42.3,25.4
ZHO,Emilia Romagna Grand Prix,19.0,C3,0.6475338983050847,0.4583999999999999,42.3,25.4
SAR,Emilia Romagna Grand Prix,19.0,C3,0.7550338983050722,0.398,42.3,25.4
TSU,Emilia Romagna Grand Prix,7.0,C3,1.0308728813559185,0.4226,42.3,25.4
HUL,Emilia Romagna Grand Prix,6.0,C3,0.9560677966101423,0.5206000000000001,42.3,25.4
RIC,Emilia Romagna Grand Prix,8.0,C3,0.578177966101677,0.383,42.3,25.4
GAS,Emilia Romagna Grand Prix,11.0,C3,1.2195000000000107,0.5342,42.3,25.4
BOT,Emilia Romagna Grand Prix,11.0,C3,1.201593220338978,0.5662,42.3,25.4
ALO,Emilia Romagna Grand Prix,13.0,C3,1.488181818181829,0.5696,42.3,25.4
ALB,Emilia Romagna Grand Prix,9.0,C4,1.050071428571414,0.0,42.3,25.4
VER,Emilia Romagna Grand Prix,20.0,C4,1.6472499999999997,0.0,42.2,25.5
NOR,Emilia Romagna Grand Prix,20.0,C4,1.9357499999999987,0.0,42.2,25.5
LEC,Emilia Romagna Grand Prix,20.0,C4,1.6597500000000167,0.6446000000000001,42.2,25.5
SAI,Emilia Romagna Grand Prix,20.0,C4,1.822250000000011,0.22199999999999998,42.2,25.5
PIA,Emilia Romagna Grand Prix,20.0,C4,1.6247499999999917,0.815,42.2,25.5
RUS,Emilia Romagna Grand Prix,20.0,C4,1.726413793103461,0.4282,42.2,25.5
HAM,Emilia Romagna Grand Prix,20.0,C4,1.5217499999999973,0.6984,42.2,25.5
PER,Emilia Romagna Grand Prix,20.0,C3,0.8432499999999976,0.0,42.2,25.5
STR,Emilia Romagna Grand Prix,21.0,C4,0.35600000000000875,0.5098,42.2,25.5
OCO,Emilia Romagna Grand Prix,20.0,C4,1.394838983050846,0.04600000000000004,42.2,25.5
MAG,Emilia Romagna Grand Prix,20.0,C4,0.6703389830508399,0.3042,42.2,25.5
ZHO,Emilia Romagna Grand Prix,20.0,C3,0.7238389830508396,0.4768,42.2,25.5
SAR,Emilia Romagna Grand Prix,20.0,C3,0.5033389830508384,0.3396,42.0,25.5
TSU,Emilia Romagna Grand Prix,8.0,C3,1.3701779661016786,0.6844,42.0,25.5
HUL,Emilia Romagna Grand Prix,7.0,C3,0.6893728813559079,0.4282,42.0,25.5
RIC,Emilia Romagna Grand Prix,9.0,C3,0.41548305084744186,0.46299999999999997,42.0,25.5
GAS,Emilia Romagna Grand Prix,12.0,C3,1.2715000000000174,0.5328,42.0,25.5
BOT,Emilia Romagna Grand Prix,12.0,C3,1.2058983050847445,0.5558,42.0,25.5
ALO,Emilia Romagna Grand Prix,14.0,C3,1.7630000000000052,0.489,42.0,25.5
ALB,Emilia Romagna Grand Prix,10.0,C4,1.4499285714285577,0.0,42.0,25.5
VER,Emilia Romagna Grand Prix,21.0,C4,1.752750000000006,0.0,42.0,25.5
NOR,Emilia Romagna Grand Prix,21.0,C4,1.9552500000000066,0.0,42.0,25.5
LEC,Emilia Romagna Grand Prix,21.0,C4,1.619250000000008,0.6698,42.0,25.5
SAI,Emilia Romagna Grand Prix,21.0,C4,1.850750000000005,0.16839999999999988,42.0,25.5
PIA,Emilia Romagna Grand Prix,21.0,C4,2.03125,0.8493999999999999,42.0,25.5
HAM,Emilia Romagna Grand Prix,21.0,C4,1.6222500000000082,0.05280000000000007,42.0,25.5
PER,Emilia Romagna Grand Prix,21.0,C3,0.5627499999999941,0.0,41.8,25.5
STR,Emilia Romagna Grand Prix,22.0,C4,0.36950000000000216,0.44020000000000004,41.8,25.5
OCO,Emilia Romagna Grand Prix,21.0,C4,1.5061440677965976,0.0,41.8,25.5
MAG,Emilia Romagna Grand Prix,21.0,C4,0.554644067796616,0.36539999999999995,41.8,25.5
ZHO,Emilia Romagna Grand Prix,21.0,C3,0.7821440677966081,0.4054,41.8,25.5
SAR,Emilia Romagna Grand Prix,21.0,C3,0.6356440677965907,0.3468,41.8,25.5
TSU,Emilia Romagna Grand Prix,9.0,C3,1.9064830508474415,0.8280000000000001,41.8,25.5
HUL,Emilia Romagna Grand Prix,8.0,C3,0.6466779661016773,0.4570000000000001,41.8,25.5
RIC,Emilia Romagna Grand Prix,10.0,C3,0.6717881355932036,0.5222,41.8,25.5
GAS,Emilia Romagna Grand Prix,13.0,C3,1.5285000000000082,0.4888,41.8,25.5
BOT,Emilia Romagna Grand Prix,13.0,C3,1.246203389830498,0.5546,41.8,25.5
ALB,Emilia Romagna Grand Prix,11.0,C4,0.6637857142856944,0.0,41.8,25.5
ALO,Emilia Romagna Grand Prix,15.0,C3,3.244818181818175,0.355,41.8,25.5
VER,Emilia Romagna Grand Prix,22.0,C4,1.9552500000000066,0.0,41.8,25.5
LEC,Emilia Romagna Grand Prix,22.0,C4,2.0157500000000113,0.0,42.2,25.5
SAI,Emilia Romagna Grand Prix,22.0,C4,1.8182500000000061,0.0,42.2,25.5
PIA,Emilia Romagna Grand Prix,22.0,C4,1.735749999999996,0.8082,42.2,25.5
HAM,Emilia Romagna Grand Prix,22.0,C4,1.2407500000000056,0.0401999999999999,42.2,25.5
PER,Emilia Romagna Grand Prix,22.0,C3,0.5412499999999909,0.0,42.2,25.5
STR,Emilia Romagna Grand Prix,23.0,C4,0.5320000000000107,0.3118000000000001,42.2,25.5
OCO,Emilia Romagna Grand Prix,22.0,C4,1.7114491525423716,0.0,42.2,25.5
MAG,Emilia Romagna Grand Prix,22.0,C4,0.9299491525423775,0.0,42.2,25.5
ZHO,Emilia Romagna Grand Prix,22.0,C3,0.8744491525423683,0.2992,42.2,25.5
SAR,Emilia Romagna Grand Prix,22.0,C3,0.7159491525423647,0.33920000000000006,42.2,25.5
TSU,Emilia Romagna Grand Prix,10.0,C3,2.335788135593205,0.8908,42.2,25.5
HUL,Emilia Romagna Grand Prix,9.0,C3,0.8889830508474432,0.6016,42.2,25.5
RIC,Emilia Romagna Grand Prix,11.0,C3,0.899093220338969,0.5216000000000001,42.2,25.5
GAS,Emilia Romagna Grand Prix,14.0,C3,1.4345000000000283,0.44500000000000006,42.2,25.5
BOT,Emilia Romagna Grand Prix,14.0,C3,1.499508474576274,0.5964,42.2,25.5
ALB,Emilia Romagna Grand Prix,12.0,C4,1.341642857142844,0.0,42.2,25.5
ALO,Emilia Romagna Grand Prix,16.0,C3,2.325636363636363,0.0,42.4,25.5
VER,Emilia Romagna Grand Prix,23.0,C4,2.2277500000000003,0.0,42.4,25.5
LEC,Emilia Romagna Grand Prix,23.0,C4,1.9882500000000078,0.0,42.4,25.5
SAI,Emilia Romagna Grand Prix,23.0,C4,1.7517500000000013,0.11940000000000006,42.4,25.5
HAM,Emilia Romagna Grand Prix,23.0,C4,1.0032500000000084,0.0,42.4,25.5
PER,Emilia Romagna Grand Prix,23.0,C3,0.6877499999999941,0.0,42.4,25.5
STR,Emilia Romagna Grand Prix,24.0,C4,0.4265000000000043,0.0,42.4,25.5
RUS,Emilia Romagna Grand Prix,2.0,C3,-0.17756896551723855,0.0,42.4,25.5
OCO,Emilia Romagna Grand Prix,23.0,C4,1.9927542372881248,0.0,42.3,25.5
MAG,Emilia Romagna Grand Prix,23.0,C4,0.7262542372881313,0.5446,42.3,25.5
ZHO,Emilia Romagna Grand Prix,23.0,C3,0.681754237288132,0.24960000000000004,42.3,25.5
SAR,Emilia Romagna Grand Prix,23.0,C3,0.43025423728812484,0.33399999999999996,42.3,25.5
TSU,Emilia Romagna Grand Prix,11.0,C3,2.4550932203389664,0.8838,42.3,25.5
HUL,Emilia Romagna Grand Prix,10.0,C3,1.408288135593196,0.7836,42.3,25.5
RIC,Emilia Romagna Grand Prix,12.0,C3,1.1923983050847227,0.524,42.3,25.5
GAS,Emilia Romagna Grand Prix,15.0,C3,1.8025000000000233,0.4658,42.3,25.5
BOT,Emilia Romagna Grand Prix,15.0,C3,1.4458135593220334,0.5684,42.3,25.5
ALB,Emilia Romagna Grand Prix,13.0,C4,1.3444999999999823,0.0,42.3,25.5
ALO,Emilia Romagna Grand Prix,17.0,C3,1.9474545454545478,0.0,42.3,25.5
LEC,Emilia Romagna Grand Prix,24.0,C4,1.6927500000000038,0.0,42.3,25.5
SAI,Emilia Romagna Grand Prix,24.0,C4,1.7602499999999992,0.14559999999999995,42.3,25.5
HAM,Emilia Romagna Grand Prix,24.0,C4,1.8347499999999997,0.0,42.3,25.5
NOR,Emilia Romagna Grand Prix,3.0,C3,0.0,0.0,42.1,25.5
PER,Emilia Romagna Grand Prix,24.0,C3,1.4492499999999922,0.0,42.1,25.5
STR,Emilia Romagna Grand Prix,25.0,C4,0.5220000000000056,0.03179999999999994,42.1,25.5
RUS,Emilia Romagna Grand Prix,3.0,C3,0.17756896551723855,0.0,42.1,25.5
OCO,Emilia Romagna Grand Prix,24.0,C4,1.4740593220338951,0.4488000000000001,42.1,25.5
MAG,Emilia Romagna Grand Prix,24.0,C4,0.9525593220338919,0.7142,42.1,25.5
ZHO,Emilia Romagna Grand Prix,24.0,C3,0.7310593220339001,0.19779999999999998,42.1,25.5
SAR,Emilia Romagna Grand Prix,24.0,C3,0.51255932203388,0.34740000000000004,42.1,25.5
TSU,Emilia Romagna Grand Prix,12.0,C3,1.6833983050847223,0.7958000000000001,42.1,25.5
HUL,Emilia Romagna Grand Prix,11.0,C3,1.6755932203389676,0.8856,42.1,25.5
RIC,Emilia Romagna Grand Prix,13.0,C3,1.0537033898304884,0.5716,42.1,25.5
GAS,Emilia Romagna Grand Prix,16.0,C3,1.7565000000000168,0.472,42.1,25.5
BOT,Emilia Romagna Grand Prix,16.0,C3,1.7491186440677922,0.6244000000000001,42.1,25.5
ALO,Emilia Romagna Grand Prix,18.0,C3,2.0222727272727212,0.0,42.1,25.5
SAI,Emilia Romagna Grand Prix,25.0,C4,1.502750000000006,0.0,42.2,25.4
HAM,Emilia Romagna Grand Prix,25.0,C4,1.0292500000000047,0.0,42.2,25.4
NOR,Emilia Romagna Grand Prix,4.0,C3,0.5564999999999998,0.0,42.2,25.4
PER,Emilia Romagna Grand Prix,25.0,C3,1.0407499999999885,0.589,42.2,25.4
PIA,Emilia Romagna Grand Prix,3.0,C3,0.0,0.010199999999999987,42.2,25.4
STR,Emilia Romagna Grand Prix,26.0,C4,0.9885000000000019,0.0,42.2,25.4
RUS,Emilia Romagna Grand Prix,4.0,C3,0.20270689655173157,0.33640000000000003,42.2,25.4
MAG,Emilia Romagna Grand Prix,25.0,C4,1.3578644067796688,0.0,42.2,25.4
ZHO,Emilia Romagna Grand Prix,25.0,C3,1.118364406779662,0.0,42.2,25.4
SAR,Emilia Romagna Grand Prix,25.0,C3,0.8218644067796532,0.35419999999999996,42.2,25.4
TSU,Emilia Romagna Grand Prix,13.0,C3,2.2317033898304857,0.8786,42.2,25.4
HUL,Emilia Romagna Grand Prix,12.0,C3,1.3848983050847323,0.7798,42.2,25.4
RIC,Emilia Romagna Grand Prix,14.0,C3,1.3250084745762507,0.7004,42.2,25.4
GAS,Emilia Romagna Grand Prix,17.0,C3,1.8955000000000126,0.45999999999999996,42.6,25.3
BOT,Emilia Romagna Grand Prix,17.0,C3,1.8134237288135608,0.6102,42.6,25.3
ALO,Emilia Romagna Grand Prix,19.0,C3,2.066090909090917,0.0,42.6,25.3
SAI,Emilia Romagna Grand Prix,26.0,C4,1.6702499999999958,0.0,42.6,25.3
HAM,Emilia Romagna Grand Prix,26.0,C4,5.930750000000003,0.0,42.6,25.3
VER,Emilia Romagna Grand Prix,2.0,C3,-0.254249999999999,0.0,42.6,25.3
NOR,Emilia Romagna Grand Prix,5.0,C3,0.5259999999999962,0.0,42.6,25.3
PER,Emilia Romagna Grand Prix,26.0,C3,1.2362499999999983,0.3388,42.6,25.3
PIA,Emilia Romagna Grand Prix,4.0,C3,0.7175000000000011,0.0,42.6,25.3
STR,Emilia Romagna Grand Prix,27.0,C4,0.5570000000000022,0.4192,43.0,25.3
RUS,Emilia Romagna Grand Prix,5.0,C3,0.955844827586219,0.7484,43.0,25.3
MAG,Emilia Romagna Grand Prix,26.0,C4,0.9721694915254204,0.0,43.0,25.3
ZHO,Emilia Romagna Grand Prix,26.0,C3,0.8476694915254228,0.16859999999999997,43.0,25.3
TSU,Emilia Romagna Grand Prix,14.0,C3,1.3820084745762529,0.2902,43.0,25.3
HUL,Emilia Romagna Grand Prix,13.0,C3,1.3392033898304874,0.8418,43.0,25.3
SAR,Emilia Romagna Grand Prix,26.0,C3,2.976169491525411,0.0,43.0,25.3
RIC,Emilia Romagna Grand Prix,15.0,C3,1.9373135593220212,0.47220000000000006,43.0,25.3
GAS,Emilia Romagna Grand Prix,18.0,C3,2.0955000000000155,0.4748,43.0,25.3
BOT,Emilia Romagna Grand Prix,18.0,C3,1.9117288135593213,0.6106,43.0,25.3
ALO,Emilia Romagna Grand Prix,20.0,C3,2.075909090909093,0.0,43.0,25.3
VER,Emilia Romagna Grand Prix,3.0,C3,0.254249999999999,0.0,42.0,25.3
ALB,Emilia Romagna Grand Prix,16.0,C4,3.381285714285724,0.0,42.0,25.3
NOR,Emilia Romagna Grand Prix,6.0,C3,0.7034999999999911,0.0,42.0,25.3
LEC,Emilia Romagna Grand Prix,2.0,C3,-0.5202500000000043,0.017800000000000038,42.0,25.3
PIA,Emilia Romagna Grand Prix,5.0,C3,0.972999999999999,0.8598,42.0,25.3
PER,Emilia Romagna Grand Prix,27.0,C3,2.680749999999989,0.0,42.0,25.3
RUS,Emilia Romagna Grand Prix,6.0,C3,0.08598275862070182,0.0,42.0,25.3
STR,Emilia Romagna Grand Prix,28.0,C4,1.505500000000012,0.0,42.0,25.3
MAG,Emilia Romagna Grand Prix,27.0,C4,1.0964745762711914,0.0,42.0,25.3
ZHO,Emilia Romagna Grand Prix,27.0,C3,0.7839745762711914,0.13279999999999992,42.0,25.3
TSU,Emilia Romagna Grand Prix,15.0,C3,1.6463135593220244,0.46340000000000003,42.0,25.3
HUL,Emilia Romagna Grand Prix,14.0,C3,1.0405084745762565,0.743,42.0,25.3
SAR,Emilia Romagna Grand Prix,27.0,C3,1.16847457627118,0.7076,42.0,25.3
RIC,Emilia Romagna Grand Prix,16.0,C3,2.2466186440677802,0.894,42.0,25.3
GAS,Emilia Romagna Grand Prix,19.0,C3,2.1095000000000255,0.5724,42.0,25.3
BOT,Emilia Romagna Grand Prix,19.0,C3,1.888033898305082,0.631,42.0,25.3
ALO,Emilia Romagna Grand Prix,21.0,C3,1.9737272727272739,0.0,42.0,25.3
