Driver,EventName,TyreLife,exact_compound,delta_from_fresh,dirty_air,TrackTemp,AirTemp
ALB,Qatar Grand Prix,7.0,C2,0.889714285714291,0.8278,22.9,19.0
HUL,Qatar Grand Prix,6.0,C1,0.8049999999999926,0.5486,22.9,19.0
LAW,Qatar Grand Prix,7.0,C2,0.4030000000000058,0.5058,22.9,19.0
VER,Qatar Grand Prix,8.0,C2,0.6239999999999952,0.0,22.9,19.0
NOR,Qatar Grand Prix,8.0,C2,0.9379767441860452,0.7598,22.9,19.0
RUS,Qatar Grand Prix,9.0,C2,0.21020930232558044,0.7314,22.9,19.0
PIA,Qatar Grand Prix,8.0,C2,0.5356363636363568,0.7992,22.9,19.0
LEC,Qatar Grand Prix,9.0,C2,1.3123333333333278,0.6056,22.9,19.0
SAI,Qatar Grand Prix,9.0,C2,1.0523181818181797,0.769,22.9,19.0
PER,Qatar Grand Prix,8.0,C2,0.6189999999999998,0.7902,22.9,19.0
HAM,Qatar Grand Prix,8.0,C2,0.5267142857142773,0.7448,22.9,19.0
TSU,Qatar Grand Prix,8.0,C2,0.028666666666666174,0.6364,22.9,19.0
MAG,Qatar Grand Prix,8.0,C2,0.47581395348836963,0.8244,22.9,19.0
GAS,Qatar Grand Prix,8.0,C2,1.1756666666666717,0.8968,22.9,19.0
ALO,Qatar Grand Prix,8.0,C2,0.8846666666666607,0.8398,22.9,19.0
ZHO,Qatar Grand Prix,8.0,C2,1.301000000000002,0.8672,22.9,19.0
BOT,Qatar Grand Prix,8.0,C2,1.3917142857142863,0.7858,22.9,19.0
ALB,Qatar Grand Prix,8.0,C2,0.9285714285714164,0.7722,22.9,19.0
HUL,Qatar Grand Prix,7.0,C1,0.6765555555555522,0.5238,22.9,19.0
LAW,Qatar Grand Prix,8.0,C2,0.46033333333333815,0.6032,22.9,19.0
VER,Qatar Grand Prix,9.0,C2,0.6073333333333295,0.0,22.9,19.0
NOR,Qatar Grand Prix,9.0,C2,0.6802558139534796,0.6822,22.9,19.0
RUS,Qatar Grand Prix,10.0,C2,0.34148837209302485,0.7784,22.9,19.0
PIA,Qatar Grand Prix,9.0,C2,0.7424090909090921,0.8214,22.9,19.0
LEC,Qatar Grand Prix,10.0,C2,1.0996666666666641,0.43200000000000005,22.9,19.0
SAI,Qatar Grand Prix,10.0,C2,0.7690909090909201,0.7786,22.9,19.0
PER,Qatar Grand Prix,9.0,C2,0.43499999999998806,0.738,22.9,19.0
HAM,Qatar Grand Prix,9.0,C2,0.5345714285714251,0.8168,22.9,19.0
TSU,Qatar Grand Prix,9.0,C2,0.016000000000005343,0.49760000000000004,22.9,19.0
MAG,Qatar Grand Prix,9.0,C2,0.2300930232558187,0.8304,22.9,19.0
GAS,Qatar Grand Prix,9.0,C2,0.9380000000000024,0.862,22.9,19.0
ALO,Qatar Grand Prix,9.0,C2,0.563999999999993,0.8104,22.9,19.0
ZHO,Qatar Grand Prix,9.0,C2,1.0733333333333377,0.799,22.9,19.0
BOT,Qatar Grand Prix,9.0,C2,0.8135714285714357,0.7594,22.9,19.0
ALB,Qatar Grand Prix,9.0,C2,0.535428571428568,0.7726,22.9,19.0
HUL,Qatar Grand Prix,8.0,C1,0.17611111111109778,0.54,22.7,19.0
LAW,Qatar Grand Prix,9.0,C2,0.024666666666661285,0.655,22.7,19.0
VER,Qatar Grand Prix,10.0,C2,0.4436666666666582,0.0,22.7,19.0
NOR,Qatar Grand Prix,10.0,C2,0.37453488372091215,0.6534,22.7,19.0
RUS,Qatar Grand Prix,11.0,C2,0.18376744186045357,0.7476,22.7,19.0
PIA,Qatar Grand Prix,10.0,C2,0.5121818181818156,0.8282,22.7,19.0
LEC,Qatar Grand Prix,11.0,C2,0.6839999999999975,0.34199999999999997,22.7,19.0
SAI,Qatar Grand Prix,11.0,C2,0.5058636363636424,0.8026,22.7,19.0
PER,Qatar Grand Prix,10.0,C2,0.28999999999999204,0.672,22.7,19.0
HAM,Qatar Grand Prix,10.0,C2,0.7734285714285534,0.845,22.7,19.0
MAG,Qatar Grand Prix,10.0,C2,0.5023720930232543,0.24560000000000004,22.7,19.0
TSU,Qatar Grand Prix,10.0,C2,1.6243333333333396,0.0,22.7,19.0
GAS,Qatar Grand Prix,10.0,C2,1.6933333333333422,0.7086,22.7,19.0
ALO,Qatar Grand Prix,10.0,C2,1.139333333333326,0.7976,22.7,19.0
ZHO,Qatar Grand Prix,10.0,C2,0.701666666666668,0.7121999999999999,22.7,19.0
BOT,Qatar Grand Prix,10.0,C2,0.7434285714285664,0.804,22.7,19.0
ALB,Qatar Grand Prix,10.0,C2,0.3462857142857132,0.736,22.7,19.0
HUL,Qatar Grand Prix,9.0,C1,0.7556666666666558,0.5852,22.7,19.0
LAW,Qatar Grand Prix,10.0,C2,0.6370000000000005,0.6854,22.7,19.0
VER,Qatar Grand Prix,11.0,C2,0.34199999999999875,0.0,22.7,19.0
NOR,Qatar Grand Prix,11.0,C2,0.45381395348836406,0.6536,22.7,19.0
RUS,Qatar Grand Prix,12.0,C2,0.19004651162789798,0.6872,22.7,19.0
PIA,Qatar Grand Prix,11.0,C2,0.7899545454545489,0.8492,22.7,19.0
LEC,Qatar Grand Prix,12.0,C2,0.693333333333328,0.28879999999999995,22.7,19.0
SAI,Qatar Grand Prix,12.0,C2,0.48263636363637374,0.7964,22.7,19.0
PER,Qatar Grand Prix,11.0,C2,0.2890000000000015,0.5884,22.7,19.0
HAM,Qatar Grand Prix,11.0,C2,0.5032857142857097,0.791,22.7,19.0
MAG,Qatar Grand Prix,11.0,C2,1.466651162790697,0.1561999999999999,22.7,19.0
TSU,Qatar Grand Prix,11.0,C2,0.6556666666666757,0.7954,22.7,19.0
GAS,Qatar Grand Prix,11.0,C2,1.6656666666666666,0.8954,22.7,19.0
ALO,Qatar Grand Prix,11.0,C2,1.2996666666666528,0.8208,22.7,19.0
ZHO,Qatar Grand Prix,11.0,C2,1.2860000000000014,0.8148,22.7,19.0
BOT,Qatar Grand Prix,11.0,C2,1.2352857142857232,0.7892,22.7,19.0
ALB,Qatar Grand Prix,11.0,C2,1.8851428571428528,0.7232000000000001,22.7,19.0
HUL,Qatar Grand Prix,10.0,C1,0.6062222222222289,0.48419999999999996,22.7,19.0
LAW,Qatar Grand Prix,11.0,C2,0.528333333333336,0.7008,22.7,19.0
VER,Qatar Grand Prix,12.0,C2,0.5003333333333302,0.0,22.7,19.0
NOR,Qatar Grand Prix,12.0,C2,0.3480930232558137,0.6182,22.7,19.0
RUS,Qatar Grand Prix,13.0,C2,0.031325581395350355,0.6414,22.6,19.0
PIA,Qatar Grand Prix,12.0,C2,0.7607272727272658,0.8156,22.6,19.0
LEC,Qatar Grand Prix,13.0,C2,0.4026666666666614,0.2889999999999999,22.6,19.0
SAI,Qatar Grand Prix,13.0,C2,0.3924090909090978,0.797,22.6,19.0
PER,Qatar Grand Prix,12.0,C2,0.32500000000000284,0.5064,22.6,19.0
HAM,Qatar Grand Prix,12.0,C2,0.2871428571428396,0.7854,22.6,19.0
MAG,Qatar Grand Prix,12.0,C2,0.5469302325581538,0.0,22.6,19.0
TSU,Qatar Grand Prix,12.0,C2,0.4549999999999983,0.8604,22.6,19.0
GAS,Qatar Grand Prix,12.0,C2,1.375,0.894,22.6,19.0
ALO,Qatar Grand Prix,12.0,C2,1.0159999999999911,0.8064,22.6,19.0
ZHO,Qatar Grand Prix,12.0,C2,1.1583333333333314,0.8326,22.6,19.0
BOT,Qatar Grand Prix,12.0,C2,1.0041428571428526,0.7938000000000001,22.6,19.0
ALB,Qatar Grand Prix,12.0,C2,0.0,0.501,22.6,19.0
HUL,Qatar Grand Prix,11.0,C1,0.9097777777777765,0.7283999999999999,22.6,19.0
LAW,Qatar Grand Prix,12.0,C2,0.6646666666666619,0.6996,22.6,19.0
VER,Qatar Grand Prix,13.0,C2,0.5036666666666605,0.0,22.7,19.0
NOR,Qatar Grand Prix,13.0,C2,0.3953720930232407,0.6362,22.7,19.0
RUS,Qatar Grand Prix,14.0,C2,0.29060465116278067,0.6062,22.7,19.0
PIA,Qatar Grand Prix,13.0,C2,0.5724999999999909,0.7558,22.7,19.0
LEC,Qatar Grand Prix,14.0,C2,0.7109999999999985,0.34119999999999995,22.7,19.0
SAI,Qatar Grand Prix,14.0,C2,0.3601818181818288,0.7578,22.7,19.0
PER,Qatar Grand Prix,13.0,C2,0.32200000000000273,0.4052,22.7,19.0
HAM,Qatar Grand Prix,13.0,C2,0.3369999999999891,0.8248,22.7,19.0
MAG,Qatar Grand Prix,13.0,C2,0.42120930232557896,0.0,22.7,19.0
GAS,Qatar Grand Prix,13.0,C2,0.5973333333333386,0.6916,22.7,19.0
TSU,Qatar Grand Prix,13.0,C2,1.3083333333333371,0.0,22.7,19.0
ALO,Qatar Grand Prix,13.0,C2,0.8943333333333214,0.7012,22.7,19.0
ZHO,Qatar Grand Prix,13.0,C2,0.9076666666666711,0.8191999999999999,22.7,19.0
BOT,Qatar Grand Prix,13.0,C2,0.9830000000000041,0.8200000000000001,22.7,19.0
ALB,Qatar Grand Prix,13.0,C2,0.5398571428571444,0.6096,22.7,19.0
HUL,Qatar Grand Prix,12.0,C1,0.6943333333333328,0.5424,22.7,19.0
LAW,Qatar Grand Prix,13.0,C2,0.8930000000000007,0.7234,22.7,19.0
VER,Qatar Grand Prix,14.0,C2,0.5360000000000014,0.0,22.8,18.9
NOR,Qatar Grand Prix,14.0,C2,0.5916511627906971,0.646,22.8,18.9
RUS,Qatar Grand Prix,15.0,C2,0.4148837209302201,0.5286,22.8,18.9
PIA,Qatar Grand Prix,14.0,C2,0.6582727272727169,0.7852,22.8,18.9
LEC,Qatar Grand Prix,15.0,C2,0.16233333333332212,0.29379999999999995,22.8,18.9
SAI,Qatar Grand Prix,15.0,C2,0.488954545454547,0.787,22.8,18.9
PER,Qatar Grand Prix,14.0,C2,0.26900000000000546,0.3042,22.7,19.0
HAM,Qatar Grand Prix,14.0,C2,0.4488571428571362,0.8482000000000001,22.7,19.0
MAG,Qatar Grand Prix,14.0,C2,0.155488372093032,0.0,22.7,19.0
GAS,Qatar Grand Prix,14.0,C2,0.6856666666666626,0.7585999999999999,22.7,19.0
ALO,Qatar Grand Prix,14.0,C2,0.03866666666667129,0.6436,22.7,19.0
TSU,Qatar Grand Prix,14.0,C2,1.5036666666666605,0.0,22.7,19.0
ZHO,Qatar Grand Prix,14.0,C2,1.2210000000000178,0.7286,22.7,19.0
BOT,Qatar Grand Prix,14.0,C2,1.0878571428571462,0.8012,22.7,19.0
ALB,Qatar Grand Prix,14.0,C2,0.3617142857142852,0.606,22.7,19.0
HUL,Qatar Grand Prix,13.0,C1,0.3338888888888789,0.515,22.7,19.0
LAW,Qatar Grand Prix,14.0,C2,0.38433333333333053,0.65,22.7,19.0
VER,Qatar Grand Prix,15.0,C2,0.4853333333333296,0.0,22.7,18.9
NOR,Qatar Grand Prix,15.0,C2,0.26893023255813375,0.6236,22.7,18.9
RUS,Qatar Grand Prix,16.0,C2,0.1991627906976703,0.46540000000000004,22.7,18.9
PIA,Qatar Grand Prix,15.0,C2,0.470045454545442,0.8220000000000001,22.7,18.9
LEC,Qatar Grand Prix,16.0,C2,0.37066666666667913,0.373,22.7,18.9
SAI,Qatar Grand Prix,16.0,C2,0.4757272727272692,0.681,22.7,18.9
PER,Qatar Grand Prix,15.0,C2,0.29000000000000625,0.24560000000000004,22.7,18.9
HAM,Qatar Grand Prix,15.0,C2,0.7587142857142766,0.8331999999999999,22.7,18.9
MAG,Qatar Grand Prix,15.0,C2,0.14376744186047574,0.0,22.7,18.9
GAS,Qatar Grand Prix,15.0,C2,0.4750000000000085,0.7542,22.7,18.9
ALO,Qatar Grand Prix,15.0,C2,0.0,0.6854,22.7,18.9
ZHO,Qatar Grand Prix,15.0,C2,0.3993333333333453,0.6102,22.7,18.9
TSU,Qatar Grand Prix,15.0,C2,1.3830000000000098,0.0,22.7,18.9
BOT,Qatar Grand Prix,15.0,C2,1.3947142857142865,0.7382,22.7,18.9
ALB,Qatar Grand Prix,15.0,C2,0.6975714285714361,0.659,22.7,18.9
HUL,Qatar Grand Prix,14.0,C1,0.22944444444443945,0.5316,22.7,18.9
LAW,Qatar Grand Prix,15.0,C2,0.4366666666666674,0.5978,22.7,18.9
VER,Qatar Grand Prix,16.0,C2,0.4556666666666729,0.0,22.5,18.9
NOR,Qatar Grand Prix,16.0,C2,0.3082093023255652,0.6562,22.5,18.9
RUS,Qatar Grand Prix,17.0,C2,0.3294418604651099,0.3808,22.5,18.9
PIA,Qatar Grand Prix,16.0,C2,1.205818181818188,0.853,22.5,18.9
LEC,Qatar Grand Prix,17.0,C2,0.5590000000000117,0.37260000000000004,22.5,18.9
SAI,Qatar Grand Prix,17.0,C2,0.3155000000000143,0.6196,22.5,18.9
PER,Qatar Grand Prix,16.0,C2,0.33499999999999375,0.18620000000000003,22.5,18.9
HAM,Qatar Grand Prix,16.0,C2,0.6115714285714091,0.755,22.5,18.9
MAG,Qatar Grand Prix,16.0,C2,0.0960465116279039,0.0,22.5,18.9
GAS,Qatar Grand Prix,16.0,C2,0.5013333333333492,0.789,22.5,18.9
ALO,Qatar Grand Prix,16.0,C2,0.23033333333333417,0.6928,22.5,18.9
ZHO,Qatar Grand Prix,16.0,C2,0.6036666666666832,0.5454,22.5,18.9
TSU,Qatar Grand Prix,16.0,C2,0.43333333333335133,0.762,22.5,18.9
BOT,Qatar Grand Prix,16.0,C2,1.3935714285714198,0.862,22.5,18.9
ALB,Qatar Grand Prix,16.0,C2,0.57242857142856,0.7061999999999999,22.5,18.9
HUL,Qatar Grand Prix,15.0,C1,0.0,0.6438,22.5,18.9
LAW,Qatar Grand Prix,16.0,C2,0.32200000000000273,0.5058,22.5,18.9
VER,Qatar Grand Prix,17.0,C2,0.3739999999999952,0.0,22.6,18.9
NOR,Qatar Grand Prix,17.0,C2,0.2564883720930169,0.6756,22.6,18.9
RUS,Qatar Grand Prix,18.0,C2,0.12272093023254627,0.278,22.6,18.9
PIA,Qatar Grand Prix,17.0,C2,0.8275909090909153,0.7626,22.6,18.9
LEC,Qatar Grand Prix,18.0,C2,0.5273333333333312,0.48140000000000005,22.6,18.9
SAI,Qatar Grand Prix,18.0,C2,0.36627272727274374,0.6282,22.6,18.9
PER,Qatar Grand Prix,17.0,C2,0.0,0.09179999999999988,22.6,18.9
HAM,Qatar Grand Prix,17.0,C2,0.3704285714285618,0.7098,22.6,18.9
MAG,Qatar Grand Prix,17.0,C2,0.015325581395359222,0.0,22.6,18.9
GAS,Qatar Grand Prix,17.0,C2,0.3786666666666747,0.8084,22.6,18.9
ALO,Qatar Grand Prix,17.0,C2,0.11366666666665992,0.6594,22.6,18.9
ZHO,Qatar Grand Prix,17.0,C2,0.7490000000000094,0.4858,22.6,18.9
TSU,Qatar Grand Prix,17.0,C2,0.29466666666668573,0.668,22.6,18.9
BOT,Qatar Grand Prix,17.0,C2,0.8404285714285749,0.797,22.6,18.9
ALB,Qatar Grand Prix,17.0,C2,0.5962857142857132,0.7782,22.6,18.9
HUL,Qatar Grand Prix,16.0,C1,0.6895555555555433,0.7844,22.6,18.9
LAW,Qatar Grand Prix,17.0,C2,0.2823333333333409,0.38239999999999996,22.6,18.9
VER,Qatar Grand Prix,18.0,C2,0.05633333333332757,0.0,22.6,18.9
NOR,Qatar Grand Prix,18.0,C2,0.18576744186046312,0.6896,22.6,18.9
RUS,Qatar Grand Prix,19.0,C2,0.0,0.20620000000000005,22.6,18.9
PIA,Qatar Grand Prix,18.0,C2,0.5643636363636375,0.7061999999999999,22.6,18.9
LEC,Qatar Grand Prix,19.0,C2,0.25166666666666515,0.5206000000000001,22.6,18.9
SAI,Qatar Grand Prix,19.0,C2,0.12604545454546212,0.6206,22.6,18.9
PER,Qatar Grand Prix,18.0,C2,0.6209999999999951,0.0805999999999999,22.6,18.9
HAM,Qatar Grand Prix,18.0,C2,0.6322857142857004,0.6404,22.6,18.9
MAG,Qatar Grand Prix,18.0,C2,0.19460465116280545,0.0,22.6,18.9
GAS,Qatar Grand Prix,18.0,C2,0.6220000000000141,0.8356,22.6,18.9
ALO,Qatar Grand Prix,18.0,C2,0.23399999999999466,0.6248,22.5,18.9
ZHO,Qatar Grand Prix,18.0,C2,0.5853333333333381,0.3738,22.5,18.9
TSU,Qatar Grand Prix,18.0,C2,0.49900000000000944,0.6308,22.5,18.9
BOT,Qatar Grand Prix,18.0,C2,1.0582857142857165,0.8158,22.5,18.9
ALB,Qatar Grand Prix,18.0,C2,0.4291428571428497,0.7348,22.5,18.9
HUL,Qatar Grand Prix,17.0,C1,1.12211111111111,0.7994,22.5,18.9
LAW,Qatar Grand Prix,18.0,C2,0.29666666666666686,0.3964000000000001,22.5,18.9
VER,Qatar Grand Prix,19.0,C2,0.3496666666666641,0.0,22.5,18.9
NOR,Qatar Grand Prix,19.0,C2,0.27504651162789173,0.6548,22.5,18.9
RUS,Qatar Grand Prix,20.0,C2,0.05227906976743668,0.14480000000000004,22.5,18.9
PIA,Qatar Grand Prix,19.0,C2,0.42013636363635953,0.6776,22.5,18.9
LEC,Qatar Grand Prix,20.0,C2,0.4660000000000082,0.562,22.5,18.9
SAI,Qatar Grand Prix,20.0,C2,0.47481818181819335,0.6062,22.5,18.9
PER,Qatar Grand Prix,19.0,C2,0.4129999999999967,0.0,22.5,18.9
HAM,Qatar Grand Prix,19.0,C2,0.553142857142845,0.6374,22.5,18.9
MAG,Qatar Grand Prix,19.0,C2,0.10488372093023202,0.0,22.5,18.9
GAS,Qatar Grand Prix,19.0,C2,0.687333333333342,0.8493999999999999,22.5,18.9
ALO,Qatar Grand Prix,19.0,C2,0.18233333333333235,0.6148,22.5,18.9
ZHO,Qatar Grand Prix,19.0,C2,0.5166666666666799,0.3186,22.5,18.9
TSU,Qatar Grand Prix,19.0,C2,0.5253333333333501,0.52,22.5,18.9
BOT,Qatar Grand Prix,19.0,C2,0.7971428571428589,0.8328,22.5,18.9
ALB,Qatar Grand Prix,19.0,C2,0.6039999999999992,0.7684,22.5,18.9
HUL,Qatar Grand Prix,18.0,C1,0.6466666666666612,0.702,22.5,18.9
LAW,Qatar Grand Prix,19.0,C2,0.28600000000000136,0.48560000000000003,22.5,18.9
VER,Qatar Grand Prix,20.0,C2,0.0,0.0,22.5,18.9
NOR,Qatar Grand Prix,20.0,C2,0.08232558139533808,0.6614,22.5,18.9
RUS,Qatar Grand Prix,21.0,C2,0.332558139534882,0.09079999999999999,22.5,18.9
PIA,Qatar Grand Prix,20.0,C2,0.5079090909090809,0.688,22.5,18.9
LEC,Qatar Grand Prix,21.0,C2,0.34933333333333394,0.5314,22.5,18.9
SAI,Qatar Grand Prix,21.0,C2,0.2465909090909122,0.5652,22.5,18.9
PER,Qatar Grand Prix,20.0,C2,0.40500000000000114,0.0,22.5,18.9
HAM,Qatar Grand Prix,20.0,C2,0.6809999999999832,0.6032,22.5,18.9
MAG,Qatar Grand Prix,20.0,C2,0.14416279069767768,0.0,22.5,18.9
GAS,Qatar Grand Prix,20.0,C2,0.4236666666666764,0.8316,22.5,18.9
ALO,Qatar Grand Prix,20.0,C2,0.471666666666664,0.6282,22.5,18.9
ZHO,Qatar Grand Prix,20.0,C2,0.30100000000000193,0.26680000000000004,22.5,18.9
BOT,Qatar Grand Prix,20.0,C2,0.0,0.2984,22.5,18.8
TSU,Qatar Grand Prix,20.0,C2,1.2986666666666764,0.0,22.5,18.8
ALB,Qatar Grand Prix,20.0,C2,0.5908571428571321,0.623,22.5,18.8
HUL,Qatar Grand Prix,19.0,C1,0.7622222222222064,0.7422,22.5,18.8
LAW,Qatar Grand Prix,20.0,C2,0.17233333333334144,0.47340000000000004,22.5,18.8
VER,Qatar Grand Prix,21.0,C2,0.13733333333333064,0.0,22.5,18.8
NOR,Qatar Grand Prix,21.0,C2,0.12860465116278874,0.6372,22.5,18.8
RUS,Qatar Grand Prix,22.0,C2,0.3598372093023272,0.0,22.5,18.8
PIA,Qatar Grand Prix,21.0,C2,0.42168181818180983,0.7366,22.5,18.8
LEC,Qatar Grand Prix,22.0,C2,0.26866666666666106,0.5414,22.5,18.8
SAI,Qatar Grand Prix,22.0,C2,0.12136363636363967,0.5468,22.5,18.8
PER,Qatar Grand Prix,21.0,C2,0.16499999999999204,0.0,22.7,18.8
HAM,Qatar Grand Prix,21.0,C2,0.391857142857134,0.5364,22.7,18.8
MAG,Qatar Grand Prix,21.0,C2,0.09044186046511982,0.0,22.7,18.8
GAS,Qatar Grand Prix,21.0,C2,1.0640000000000072,0.8738,22.7,18.8
ALO,Qatar Grand Prix,21.0,C2,0.04999999999999716,0.5309999999999999,22.7,18.8
ZHO,Qatar Grand Prix,21.0,C2,0.34933333333333394,0.31600000000000006,22.7,18.8
BOT,Qatar Grand Prix,21.0,C2,0.7308571428571469,0.36119999999999997,22.7,18.8
TSU,Qatar Grand Prix,21.0,C2,0.416000000000011,0.7014,22.7,18.8
ALB,Qatar Grand Prix,21.0,C2,0.7317142857142898,0.8029999999999999,22.7,18.8
HUL,Qatar Grand Prix,20.0,C1,0.9577777777777641,0.7642,22.7,18.8
LAW,Qatar Grand Prix,21.0,C2,0.2676666666666705,0.49859999999999993,22.7,18.8
VER,Qatar Grand Prix,22.0,C2,0.1386666666666656,0.0,22.7,18.8
NOR,Qatar Grand Prix,22.0,C2,0.06288372093021621,0.6318,22.7,18.8
RUS,Qatar Grand Prix,23.0,C2,0.28111627906974945,0.0,22.7,18.8
PIA,Qatar Grand Prix,22.0,C2,0.3384545454545389,0.8076,22.7,18.8
LEC,Qatar Grand Prix,23.0,C2,0.045000000000001705,0.55,22.7,18.8
SAI,Qatar Grand Prix,23.0,C2,0.17013636363635953,0.5376000000000001,22.7,18.8
PER,Qatar Grand Prix,22.0,C2,0.5189999999999912,0.0,22.7,18.8
HAM,Qatar Grand Prix,22.0,C2,0.6227142857142667,0.474,22.7,18.8
MAG,Qatar Grand Prix,22.0,C2,0.07372093023255388,0.0,22.7,18.8
GAS,Qatar Grand Prix,22.0,C2,0.6343333333333447,0.7766,22.7,18.8
ALO,Qatar Grand Prix,22.0,C2,0.22433333333331973,0.6462,22.7,18.8
ZHO,Qatar Grand Prix,22.0,C2,0.2466666666666697,0.2712,22.7,18.8
BOT,Qatar Grand Prix,22.0,C2,0.6837142857142879,0.2884,22.7,18.8
TSU,Qatar Grand Prix,22.0,C2,0.3403333333333478,0.6328,22.7,18.8
ALB,Qatar Grand Prix,22.0,C2,0.5125714285714196,0.7792,22.7,18.8
HUL,Qatar Grand Prix,21.0,C1,0.950333333333333,0.7827999999999999,22.7,18.8
LAW,Qatar Grand Prix,22.0,C2,0.2950000000000017,0.5354,22.7,18.8
VER,Qatar Grand Prix,23.0,C2,0.14999999999999147,0.0,22.7,18.8
NOR,Qatar Grand Prix,23.0,C2,0.24116279069767188,0.6404,22.7,18.8
PIA,Qatar Grand Prix,23.0,C2,0.8192272727272751,0.0,22.7,18.8
LEC,Qatar Grand Prix,24.0,C2,0.26133333333332587,0.5864,22.7,18.8
SAI,Qatar Grand Prix,24.0,C2,0.2549090909091092,0.0,22.7,18.8
PER,Qatar Grand Prix,23.0,C2,0.49099999999998545,0.0,22.7,18.8
HAM,Qatar Grand Prix,23.0,C2,0.11957142857141889,0.43079999999999996,22.7,18.8
MAG,Qatar Grand Prix,23.0,C2,0.0,0.0,22.6,18.8
GAS,Qatar Grand Prix,23.0,C2,0.5426666666666762,0.7614,22.6,18.8
ALO,Qatar Grand Prix,23.0,C2,0.07466666666665844,0.6406000000000001,22.6,18.8
ZHO,Qatar Grand Prix,23.0,C2,0.008000000000009777,0.28179999999999994,22.6,18.8
BOT,Qatar Grand Prix,23.0,C2,0.20757142857144117,0.20540000000000003,22.6,18.8
TSU,Qatar Grand Prix,23.0,C2,0.38066666666667004,0.5690000000000001,22.6,18.8
ALB,Qatar Grand Prix,23.0,C2,0.3984285714285676,0.785,22.6,18.8
HUL,Qatar Grand Prix,22.0,C1,1.1418888888888858,0.7666,22.6,18.8
LAW,Qatar Grand Prix,23.0,C2,0.13733333333333064,0.5568,22.6,18.8
VER,Qatar Grand Prix,24.0,C2,0.18233333333333235,0.0,22.6,18.8
NOR,Qatar Grand Prix,24.0,C2,0.000441860465116406,0.6162,22.6,18.8
PIA,Qatar Grand Prix,24.0,C2,0.0,0.0,22.6,18.8
LEC,Qatar Grand Prix,25.0,C2,0.26866666666666106,0.6754,22.6,18.8
SAI,Qatar Grand Prix,25.0,C2,0.2256818181818261,0.4374,22.6,18.8
PER,Qatar Grand Prix,24.0,C2,0.3780000000000001,0.0,22.6,18.8
HAM,Qatar Grand Prix,24.0,C2,0.3034285714285545,0.47720000000000007,22.6,18.8
MAG,Qatar Grand Prix,24.0,C2,0.13327906976745396,0.0,22.6,18.8
GAS,Qatar Grand Prix,24.0,C2,0.5430000000000064,0.7492,22.6,18.8
ALO,Qatar Grand Prix,24.0,C2,0.24699999999998568,0.6466000000000001,22.6,18.8
ZHO,Qatar Grand Prix,24.0,C2,0.34233333333334315,0.0,22.6,18.8
TSU,Qatar Grand Prix,24.0,C2,0.3410000000000082,0.0,22.6,18.8
ALB,Qatar Grand Prix,24.0,C2,0.48328571428571365,0.0,22.6,18.8
HUL,Qatar Grand Prix,23.0,C1,0.9684444444444438,0.6968,22.6,18.8
LAW,Qatar Grand Prix,24.0,C2,0.333666666666673,0.6396,22.6,18.8
VER,Qatar Grand Prix,25.0,C2,0.12266666666666026,0.0,22.6,18.8
NOR,Qatar Grand Prix,25.0,C2,0.11772093023255081,0.6472,22.6,18.8
PIA,Qatar Grand Prix,25.0,C2,0.21177272727273078,0.0,22.6,18.8
LEC,Qatar Grand Prix,26.0,C2,0.0,0.5988,22.6,18.8
SAI,Qatar Grand Prix,26.0,C2,0.342454545454558,0.4082,22.6,18.8
PER,Qatar Grand Prix,25.0,C2,0.32900000000000773,0.0,22.6,18.8
HAM,Qatar Grand Prix,25.0,C2,0.015285714285710128,0.4588,22.6,18.8
MAG,Qatar Grand Prix,25.0,C2,0.0015581395348789329,0.0,22.5,18.8
GAS,Qatar Grand Prix,25.0,C2,0.5453333333333461,0.763,22.5,18.8
ALO,Qatar Grand Prix,25.0,C2,0.17833333333332746,0.6182,22.5,18.8
RUS,Qatar Grand Prix,2.0,C1,-0.26263953488371783,0.67,22.5,18.8
ZHO,Qatar Grand Prix,25.0,C2,0.19966666666667265,0.6362,22.5,18.8
TSU,Qatar Grand Prix,25.0,C2,0.3433333333333337,0.0,22.5,18.8
ALB,Qatar Grand Prix,25.0,C2,0.581142857142865,0.8362,22.5,18.8
HUL,Qatar Grand Prix,24.0,C1,0.7000000000000028,0.6862,22.5,18.8
LAW,Qatar Grand Prix,25.0,C2,0.4230000000000018,0.64,22.5,18.8
VER,Qatar Grand Prix,26.0,C2,0.25900000000000034,0.0,22.5,18.8
NOR,Qatar Grand Prix,26.0,C2,0.0,0.6434,22.5,18.8
PIA,Qatar Grand Prix,26.0,C2,0.27754545454544655,0.0,22.5,18.8
LEC,Qatar Grand Prix,27.0,C2,0.3613333333333344,0.618,22.5,18.7
SAI,Qatar Grand Prix,27.0,C2,0.2062272727272756,0.3022,22.5,18.7
PER,Qatar Grand Prix,26.0,C2,0.38400000000000034,0.0,22.5,18.7
HAM,Qatar Grand Prix,26.0,C2,0.031142857142839375,0.4828,22.5,18.7
MAG,Qatar Grand Prix,26.0,C2,0.10983720930232721,0.0,22.5,18.7
GAS,Qatar Grand Prix,26.0,C2,0.5546666666666766,0.7494000000000001,22.5,18.7
ALO,Qatar Grand Prix,26.0,C2,0.29666666666665265,0.604,22.5,18.7
RUS,Qatar Grand Prix,3.0,C1,0.26263953488373204,0.8162,22.5,18.7
